App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code
Fitbit,PEGI 3,0,True,4.1,919K,https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile,"Jun 7, 2022","Mar 16, 2012","50,000,000+ ",3.59.1,IT
Period Calendar Period Tracker,PEGI 3,0,True,4.9,6.71M,https://play.google.com/store/apps/details?id=com.popularapp.periodcalendar,"Jun 10, 2022","Mar 16, 2012","100,000,000+ ",Varies with device,IT
Tools & Amazfit,PEGI 3,£3.29,False,3.2,4.36K,https://play.google.com/store/apps/details?id=cz.zdenekhorak.amazfittools,"Oct 15, 2021","Nov 27, 2017","100,000+ ",6.4.0,IT
Lifesum: Healthy Eating & Diet,PEGI 3,0,True,4.5,316K,https://play.google.com/store/apps/details?id=com.sillens.shapeupclub,"Jun 21, 2022","Jun 16, 2011","10,000,000+ ",Varies with device,IT
Lose Belly Fat  - Abs Workout,PEGI 3,0,True,4.8,497K,https://play.google.com/store/apps/details?id=losebellyfat.flatstomach.absworkout.fatburning,"Jan 20, 2022","Apr 12, 2018","50,000,000+ ",1.4.8,IT
BodyFast Intermittent Fasting,PEGI 3,0,True,4.7,185K,https://play.google.com/store/apps/details?id=com.bodyfast,"May 18, 2022","Jan 19, 2018","10,000,000+ ",3.12.4,IT
Replika: My AI Friend,PEGI 16 • Strong Language,0,True,3.8,401K,https://play.google.com/store/apps/details?id=ai.replika.app,"Jun 23, 2022","Sep 8, 2017","10,000,000+ ",9.12.2,IT
Femometer - Fertility Tracker,PEGI 3,0,True,4.7,35.2K,https://play.google.com/store/apps/details?id=com.bm.android.thermometer,"Jun 23, 2022","Jul 1, 2018","1,000,000+ ",5.13.0(4060),IT
"Strava: Run, Ride, Hike",Parental guidance • Parental Guidance Recommended,0,True,4.5,762K,https://play.google.com/store/apps/details?id=com.strava,"Jun 20, 2022","Jun 9, 2011","50,000,000+ ",Varies with device,IT
Yuka - Food & cosmetic scan,PEGI 3,0,True,4.6,83.2K,https://play.google.com/store/apps/details?id=io.yuka.android,"Jun 15, 2022","Jun 21, 2019","10,000,000+ ",4.21,IT
Blood Pressure Monitor & Info,PEGI 3,0,True,4.9,735,https://play.google.com/store/apps/details?id=com.istore.bloodpressuremonitor.bpmonitor,"May 31, 2022","Apr 29, 2022","100,000+ ",1.4,IT
Sweatcoin,PEGI 3,0,True,4.4,1.21M,https://play.google.com/store/apps/details?id=in.sweatco.app,"Jun 21, 2022","Apr 9, 2017","50,000,000+ ",102.1,IT
Blood Pressure Monitor,PEGI 3,0,True,4.4,27.3K,https://play.google.com/store/apps/details?id=bloodpressuremonitor.bloodpressureapp.bpmonitor,"Jan 3, 2022","Jun 22, 2021","1,000,000+ ",1.5.1,IT
Yoga | Down Dog,PEGI 3,0,True,4.9,253K,https://play.google.com/store/apps/details?id=com.downdogapp,"May 24, 2022","Feb 29, 2016","5,000,000+ ",6.2.1,IT
adidas Training: Home Workout,PEGI 3,0,True,4.5,237K,https://play.google.com/store/apps/details?id=com.runtastic.android.results.lite,"Jun 16, 2022","Nov 12, 2015","10,000,000+ ",6.22,IT
Joggo,PEGI 3,0,True,3.6,616,https://play.google.com/store/apps/details?id=com.innodiets.joggo,"Jun 21, 2022","Jun 9, 2021","50,000+ ",1.6.16,IT
MeetYou - Period Tracker,PEGI 3,0,True,4.0,10.1K,https://play.google.com/store/apps/details?id=com.meetyou.intl,"Jun 20, 2022","Feb 21, 2022","5,000,000+ ",1.8.0,IT
Fascicolo Sanitario,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=it.lispa.app.mobile.appfse,"Apr 5, 2022",N/A,"500,000+ ",3.2.7,IT
7 Minute Workout Pro,PEGI 3,£2.39,False,4.5,4.07K,https://play.google.com/store/apps/details?id=com.popularapp.sevenminspro,"Sep 19, 2018","Oct 22, 2015","50,000+ ",Varies with device,IT
Workout for Women: Fit at Home,PEGI 3,0,True,4.9,559K,https://play.google.com/store/apps/details?id=women.workout.female.fitness,"Apr 13, 2022","Apr 11, 2018","50,000,000+ ",1.3.0,IT
