App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code
Fitbit,PEGI 3,0,True,4.1,919K,https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile,"Jun 7, 2022","Mar 16, 2012","50,000,000+ ",3.59.1,PM
Baby Shusher - Soothing Sounds for Baby,PEGI 3,£4.39,False,2.8,287,https://play.google.com/store/apps/details?id=com.babyshusher.android,"Jun 25, 2021","Oct 11, 2013","10,000+ ",2.2.5,PM
Period Calendar Period Tracker,PEGI 3,0,True,4.9,6.71M,https://play.google.com/store/apps/details?id=com.popularapp.periodcalendar,"Jun 10, 2022","Mar 16, 2012","100,000,000+ ",Varies with device,PM
Tools & Amazfit,PEGI 3,£3.29,False,3.2,4.36K,https://play.google.com/store/apps/details?id=cz.zdenekhorak.amazfittools,"Oct 15, 2021","Nov 27, 2017","100,000+ ",6.4.0,PM
MyFLO Period Tracker,PEGI 12 • Sex,£1.89,False,2.3,1.29K,https://play.google.com/store/apps/details?id=com.flolivingalisavitti.myfloapp,"May 3, 2022","Jan 23, 2017","10,000+ ",2.0.3,PM
Fitbod Workout & Fitness Plans,PEGI 3,0,True,4.2,8.87K,https://play.google.com/store/apps/details?id=com.fitbod.fitbod,"Jun 15, 2022","May 22, 2020","1,000,000+ ",3.11.2,PM
Lifesum: Healthy Eating & Diet,PEGI 3,0,True,4.5,316K,https://play.google.com/store/apps/details?id=com.sillens.shapeupclub,"Jun 21, 2022","Jun 16, 2011","10,000,000+ ",Varies with device,PM
Sleep Sound Pro - Relax Mind,PEGI 3,£0.09,False,N/A,N/A,https://play.google.com/store/apps/details?id=jp.snowlife01.android.relax_pro,"Feb 19, 2022","Feb 5, 2022","1,000+ ",1.0.1,PM
Lose Belly Fat  - Abs Workout,PEGI 3,0,True,4.8,497K,https://play.google.com/store/apps/details?id=losebellyfat.flatstomach.absworkout.fatburning,"Jan 20, 2022","Apr 12, 2018","50,000,000+ ",1.4.8,PM
BodyFast Intermittent Fasting,PEGI 3,0,True,4.7,185K,https://play.google.com/store/apps/details?id=com.bodyfast,"May 18, 2022","Jan 19, 2018","10,000,000+ ",3.12.4,PM
Replika: My AI Friend,PEGI 16 • Strong Language,0,True,3.8,401K,https://play.google.com/store/apps/details?id=ai.replika.app,"Jun 23, 2022","Sep 8, 2017","10,000,000+ ",9.12.2,PM
Lullaby pack Sleep + Mindroid,PEGI 3,£1.49,False,3.9,2.81K,https://play.google.com/store/apps/details?id=com.urbandroid.sleep.addon.lullaby,"May 2, 2022","Feb 17, 2013","100,000+ ",2.7,PM
Blood Pressure,PEGI 3,0,True,3.0,39.4K,https://play.google.com/store/apps/details?id=bp.bloodpressureinfo,"May 24, 2022","Nov 3, 2018","10,000,000+ ",101.0,PM
HryFine,PEGI 3,0,False,3.4,59.5K,https://play.google.com/store/apps/details?id=com.lianhezhuli.hyfit,"Jun 8, 2022","Sep 23, 2019","10,000,000+ ",3.2.10,PM
Splits Training in 30 Days,PEGI 3,0,True,4.8,281K,https://play.google.com/store/apps/details?id=splits.splitstraining.dothesplits.splitsin30days,"Mar 21, 2022","Jul 12, 2019","10,000,000+ ",1.0.27,PM
75 Hard,PEGI 12 • Mild Swearing,£4.29,False,3.3,457,https://play.google.com/store/apps/details?id=com.media44seven.seventyfivehard,"Jan 30, 2021","Jun 23, 2020","50,000+ ",1.37,PM
Clock Yourself,PEGI 3,£2.09,False,5.0,154,https://play.google.com/store/apps/details?id=com.nextstepalliedhealth.clockyourself,"May 10, 2020","Aug 17, 2016","10,000+ ",3.2.37,PM
"Strava: Run, Ride, Hike",Parental guidance • Parental Guidance Recommended,0,True,4.5,762K,https://play.google.com/store/apps/details?id=com.strava,"Jun 20, 2022","Jun 9, 2011","50,000,000+ ",Varies with device,PM
Blood Pressure Monitor & Info,PEGI 3,0,True,4.9,736,https://play.google.com/store/apps/details?id=com.istore.bloodpressuremonitor.bpmonitor,"May 31, 2022","Apr 29, 2022","100,000+ ",1.4,PM
Sweatcoin,PEGI 3,0,True,4.4,1.21M,https://play.google.com/store/apps/details?id=in.sweatco.app,"Jun 21, 2022","Apr 9, 2017","50,000,000+ ",102.1,PM
Blood Pressure Monitor,PEGI 3,0,True,4.4,27.3K,https://play.google.com/store/apps/details?id=bloodpressuremonitor.bloodpressureapp.bpmonitor,"Jan 3, 2022","Jun 22, 2021","1,000,000+ ",1.5.1,PM
Step Going: Walking Counter,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.luckyhealth.walkingtracker.stepgo,"May 11, 2022",N/A,"1,000,000+ ",1.0.6,PM
Twilight Pro Unlock,PEGI 3,£2.99,False,4.5,8.52K,https://play.google.com/store/apps/details?id=com.urbandroid.lux.donate,"Apr 26, 2022","Mar 5, 2013","100,000+ ",2.1,PM
Calorie Counter +,PEGI 3,0,True,4.7,28.3K,https://play.google.com/store/apps/details?id=com.nutratech.app.android,"May 19, 2022","Feb 5, 2013","1,000,000+ ",9.7.0,PM
BetterSleep: Sleep tracker,PEGI 3,0,True,4.5,324K,https://play.google.com/store/apps/details?id=ipnossoft.rma.free,"Jun 21, 2022","Dec 21, 2011","10,000,000+ ",20.12.1,PM
Carb Manager–Keto Diet Tracker,PEGI 3,0,True,4.6,121K,https://play.google.com/store/apps/details?id=com.wombatapps.carbmanager,"Apr 21, 2022","Jul 13, 2017","5,000,000+ ",7.1.7,PM
MeetYou - Period Tracker,PEGI 3,0,True,4.0,10.1K,https://play.google.com/store/apps/details?id=com.meetyou.intl,"Jun 20, 2022","Feb 21, 2022","5,000,000+ ",1.8.0,PM
15 Minute Workout,PEGI 3,£2.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=ca.marcusds.FifteenMinuteWorkout,"Apr 23, 2019","Mar 9, 2013","50,000+ ",3.4.0,PM
Finch: Self Care Widget Pet,PEGI 3,0,True,4.9,84K,https://play.google.com/store/apps/details?id=com.finch.finch,"Jun 16, 2022","May 11, 2021","1,000,000+ ",3.15.0,PM
7 Minute Workout Pro,PEGI 3,£2.39,False,4.5,4.07K,https://play.google.com/store/apps/details?id=com.popularapp.sevenminspro,"Sep 19, 2018","Oct 22, 2015","50,000+ ",Varies with device,PM
Workout for Women: Fit at Home,PEGI 3,0,True,4.9,559K,https://play.google.com/store/apps/details?id=women.workout.female.fitness,"Apr 13, 2022","Apr 11, 2018","50,000,000+ ",1.3.0,PM
