App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code
BodBot Personal Trainer: Workout & Fitness Coach,PEGI 3,0,True,3.8,32.8K,https://play.google.com/store/apps/details?id=com.bodbot.trainer,"Jun 21, 2022","Nov 16, 2016","5,000,000+ ",6.121,MT
Calorie Counter - MyNetDiary,PEGI 3,0,True,4.6,49.2K,https://play.google.com/store/apps/details?id=com.fourtechnologies.mynetdiary.ad,"Jun 20, 2022","Sep 17, 2010","1,000,000+ ",8.0.1,MT
Fitbit,PEGI 3,0,True,4.1,919K,https://play.google.com/store/apps/details?id=com.fitbit.FitbitMobile,"Jun 7, 2022","Mar 16, 2012","50,000,000+ ",3.59.1,MT
Baby Shusher - Soothing Sounds for Baby,PEGI 3,£4.39,False,2.8,287,https://play.google.com/store/apps/details?id=com.babyshusher.android,"Jun 25, 2021","Oct 11, 2013","10,000+ ",2.2.5,MT
Period Calendar Period Tracker,PEGI 3,0,True,4.9,6.71M,https://play.google.com/store/apps/details?id=com.popularapp.periodcalendar,"Jun 10, 2022","Mar 16, 2012","100,000,000+ ",Varies with device,MT
Tools & Amazfit,PEGI 3,£3.29,False,3.2,4.36K,https://play.google.com/store/apps/details?id=cz.zdenekhorak.amazfittools,"Oct 15, 2021","Nov 27, 2017","100,000+ ",6.4.0,MT
MyFLO Period Tracker,PEGI 12 • Sex,£1.89,False,2.3,1.29K,https://play.google.com/store/apps/details?id=com.flolivingalisavitti.myfloapp,"May 3, 2022","Jan 23, 2017","10,000+ ",2.0.3,MT
Fitbod Workout & Fitness Plans,PEGI 3,0,True,4.2,8.87K,https://play.google.com/store/apps/details?id=com.fitbod.fitbod,"Jun 15, 2022","May 22, 2020","1,000,000+ ",3.11.2,MT
Lifesum: Healthy Eating & Diet,PEGI 3,0,True,4.5,316K,https://play.google.com/store/apps/details?id=com.sillens.shapeupclub,"Jun 21, 2022","Jun 16, 2011","10,000,000+ ",Varies with device,MT
Sleep Sound Pro - Relax Mind,PEGI 3,£0.09,False,N/A,N/A,https://play.google.com/store/apps/details?id=jp.snowlife01.android.relax_pro,"Feb 19, 2022","Feb 5, 2022","1,000+ ",1.0.1,MT
Lose Belly Fat  - Abs Workout,PEGI 3,0,True,4.8,497K,https://play.google.com/store/apps/details?id=losebellyfat.flatstomach.absworkout.fatburning,"Jan 20, 2022","Apr 12, 2018","50,000,000+ ",1.4.8,MT
BodyFast Intermittent Fasting,PEGI 3,0,True,4.7,185K,https://play.google.com/store/apps/details?id=com.bodyfast,"May 18, 2022","Jan 19, 2018","10,000,000+ ",3.12.4,MT
Replika: My AI Friend,PEGI 16 • Strong Language,0,True,3.8,401K,https://play.google.com/store/apps/details?id=ai.replika.app,"Jun 23, 2022","Sep 8, 2017","10,000,000+ ",9.12.2,MT
Lullaby pack Sleep + Mindroid,PEGI 3,£1.49,False,3.9,2.81K,https://play.google.com/store/apps/details?id=com.urbandroid.sleep.addon.lullaby,"May 2, 2022","Feb 17, 2013","100,000+ ",2.7,MT
Tammy Fit,PEGI 3,0,True,3.6,605,https://play.google.com/store/apps/details?id=org.tammyhembrow,"Jun 12, 2022","Oct 17, 2019","100,000+ ",3.2.4,MT
Blood Pressure,PEGI 3,0,True,3.0,39.4K,https://play.google.com/store/apps/details?id=bp.bloodpressureinfo,"May 24, 2022","Nov 3, 2018","10,000,000+ ",101.0,MT
75 Hard,PEGI 12 • Mild Swearing,£4.29,False,3.3,457,https://play.google.com/store/apps/details?id=com.media44seven.seventyfivehard,"Jan 30, 2021","Jun 23, 2020","50,000+ ",1.37,MT
Fit Body: Fitness & Nutrition,PEGI 3,0,True,4.7,1.03K,https://play.google.com/store/apps/details?id=com.bodylovegroupllc.bodylove,"Jun 8, 2022","Dec 3, 2018","50,000+ ",4.5.7,MT
Clock Yourself,PEGI 3,£2.09,False,5.0,154,https://play.google.com/store/apps/details?id=com.nextstepalliedhealth.clockyourself,"May 10, 2020","Aug 17, 2016","10,000+ ",3.2.37,MT
"Strava: Run, Ride, Hike",Parental guidance • Parental Guidance Recommended,0,True,4.5,762K,https://play.google.com/store/apps/details?id=com.strava,"Jun 20, 2022","Jun 9, 2011","50,000,000+ ",Varies with device,MT
Train Like a Ballerina,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.alkye.releve,"Feb 17, 2022","Oct 16, 2020","1,000+ ",1.20,MT
Sweatcoin,PEGI 3,0,True,4.4,1.21M,https://play.google.com/store/apps/details?id=in.sweatco.app,"Jun 21, 2022","Apr 9, 2017","50,000,000+ ",102.1,MT
Twilight Pro Unlock,PEGI 3,£2.99,False,4.5,8.52K,https://play.google.com/store/apps/details?id=com.urbandroid.lux.donate,"Apr 26, 2022","Mar 5, 2013","100,000+ ",2.1,MT
Strong Workout Tracker Gym Log,PEGI 3,0,True,4.8,39K,https://play.google.com/store/apps/details?id=io.strongapp.strong,"Apr 29, 2022","Apr 9, 2017","1,000,000+ ",2.7.8,MT
15 Minute Workout,PEGI 3,£2.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=ca.marcusds.FifteenMinuteWorkout,"Apr 23, 2019","Mar 9, 2013","50,000+ ",3.4.0,MT
Finch: Self Care Widget Pet,PEGI 3,0,True,4.9,83.9K,https://play.google.com/store/apps/details?id=com.finch.finch,"Jun 16, 2022","May 11, 2021","1,000,000+ ",3.15.0,MT
7 Minute Workout Pro,PEGI 3,£2.39,False,4.5,4.07K,https://play.google.com/store/apps/details?id=com.popularapp.sevenminspro,"Sep 19, 2018","Oct 22, 2015","50,000+ ",Varies with device,MT
Touchtight Pro Soccer Training,PEGI 3,0,True,2.9,74,https://play.google.com/store/apps/details?id=tv.uscreen.touchtightfootballcoaching,"Jan 31, 2022","Feb 19, 2020","10,000+ ",3.4.5,MT
Huawei Health,PEGI 3,0,False,3.5,729K,https://play.google.com/store/apps/details?id=com.huawei.health,"Jul 15, 2020","Mar 15, 2017","500,000,000+ ",10.1.1.312,MT
YAZIO Fasting & Food Tracker,PEGI 3,0,True,4.5,456K,https://play.google.com/store/apps/details?id=com.yazio.android,"Jun 15, 2022","Apr 23, 2014","10,000,000+ ",Varies with device,MT
MyFitnessPal - Calorie Counter,PEGI 3,0,True,4.4,2.51M,https://play.google.com/store/apps/details?id=com.myfitnesspal.android,"Jun 22, 2022","Apr 26, 2010","100,000,000+ ",Varies with device,MT
buddhify - mindfulness meditation on the go,PEGI 3,£3.59,True,3.8,3.35K,https://play.google.com/store/apps/details?id=com.lvlup.buddhify,"Jan 21, 2021","Nov 25, 2014","100,000+ ",4.3.11,MT
Home Workouts No Equipment Pro,PEGI 3,£1.59,True,4.5,24.9K,https://play.google.com/store/apps/details?id=fitness.workouts.home.workoutspro,"May 10, 2022","May 27, 2017","1,000,000+ ",113.19,MT
Foodvisor - Nutrition & Diet,PEGI 3,0,True,3.5,7.3K,https://play.google.com/store/apps/details?id=io.foodvisor.foodvisor,"May 2, 2022","Feb 8, 2018","500,000+ ",4.2.2,MT
The Body Coach: Fitness Plans,PEGI 3,0,True,4.8,2.33K,https://play.google.com/store/apps/details?id=com.thebodycoach,"Jun 16, 2022","Dec 8, 2021","100,000+ ",1.9.1,MT
Avrora - Sleep Booster,PEGI 3,0,True,3.5,18.1K,https://play.google.com/store/apps/details?id=com.appsci.sleep,"Aug 11, 2021","Nov 2, 2018","1,000,000+ ",3.24.0,MT
Awf Fit Dash [A] - watch face,PEGI 3,£0.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.watchfacestudio.awfdashboardA,"Jun 23, 2022","Feb 3, 2022",500+ ,Varies with device,MT
Step Tracker - Pedometer,PEGI 3,0,True,4.9,554K,https://play.google.com/store/apps/details?id=steptracker.healthandfitness.walkingtracker.pedometer,"Apr 18, 2022","Aug 15, 2019","10,000,000+ ",1.3.0,MT
"Step Counter - Pedometer, MStep",PEGI 3,0,True,4.9,1.16M,https://play.google.com/store/apps/details?id=pedometer.steptracker.calorieburner.stepcounter,"May 24, 2022","Jul 28, 2017","50,000,000+ ",1.2.4,MT
ELL-EVATE - Recipes & Workouts,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=net.peater.ellevate,"May 12, 2022","Nov 22, 2021","1,000+ ",1.6.4,MT
Vibration App: Vibrator Strong,PEGI 3,0,True,4.1,12.2K,https://play.google.com/store/apps/details?id=strong.vibrator.massage.vibration.forwomen,"Apr 24, 2022","Apr 12, 2021","1,000,000+ ",1.1.6,MT
FitProSport Full Version,PEGI 3,£0.99,True,4.7,8.13K,https://play.google.com/store/apps/details?id=fitness.fitprosportfull,"Mar 22, 2022","Feb 27, 2015","100,000+ ",4.98 FULL,MT
Glory Fit,PEGI 3,0,False,4.2,50.3K,https://play.google.com/store/apps/details?id=com.yc.gloryfit,"Jun 13, 2022","May 18, 2017","1,000,000+ ",2.9.4,MT
Miracle Morning,PEGI 3,£4.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=org.miracle.morning,"Jun 3, 2022","Dec 31, 2021","1,000+ ",1.0.87,MT
STAmina Apnea Trainer,PEGI 3,£6.99,False,4.9,2.47K,https://play.google.com/store/apps/details?id=com.squarecrowdapps.stamina,"Jun 7, 2022","Sep 28, 2014","10,000+ ",5.1.2,MT
Height Increase Workout,PEGI 3,0,True,4.6,426K,https://play.google.com/store/apps/details?id=increaseheightworkout.heightincreaseexercise.tallerexercise,"Mar 18, 2022","Jun 6, 2019","50,000,000+ ",1.0.29,MT
Zepp Life(MiFit),PEGI 3,0,True,3.9,2.53M,https://play.google.com/store/apps/details?id=com.xiaomi.hm.health,"May 28, 2022","Oct 7, 2014","100,000,000+ ",6.1.2,MT
Pupil Distance PD Meter Pro,PEGI 3,£3.99,False,3.1,344,https://play.google.com/store/apps/details?id=com.vistechprojects.pupildistancemeterpro,"Jun 20, 2020","Jun 14, 2018","10,000+ ",1.1.0,MT
My Model - Women,PEGI 3,£1.69,False,1.8,75,https://play.google.com/store/apps/details?id=com.modelmydiet.mymodel,"May 24, 2018","Jan 31, 2018","10,000+ ",1.0.4,MT
Rumpfzirkel,PEGI 3,£2.79,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.cytex.rumpf_zirkel,"Apr 5, 2015","Jun 3, 2014","1,000+ ",1.1,MT
Google Fit: Activity Tracking,PEGI 3,0,False,3.3,527K,https://play.google.com/store/apps/details?id=com.google.android.apps.fitness,"Jun 17, 2022","Oct 28, 2014","100,000,000+ ",Varies with device,MT
Rainy Mood • Rain Sounds,PEGI 3,£2.79,False,4.5,3.29K,https://play.google.com/store/apps/details?id=com.TailoredMusic.RainyMood,"Oct 30, 2018","Nov 12, 2012","50,000+ ",2.5,MT
Fabulous Daily Routine Planner,PEGI 3,0,True,4.3,477K,https://play.google.com/store/apps/details?id=co.thefabulous.app,"May 5, 2022","Nov 29, 2013","10,000,000+ ",3.70,MT
Unimeal: Healthy Diet&Workouts,PEGI 3,0,True,4.5,9.97K,https://play.google.com/store/apps/details?id=com.unimeal.android,"Jun 20, 2022","May 13, 2020","100,000+ ",2.11.0,MT
Couch to 5K®,PEGI 3,£4.29,True,4.3,15.4K,https://play.google.com/store/apps/details?id=com.active.aps.c25k,"May 18, 2022","Mar 28, 2012","100,000+ ",4.3.13.120,MT
LEAN With Lilly,PEGI 3,0,True,3.9,1.86K,https://play.google.com/store/apps/details?id=com.leanwithlilly.app,"May 12, 2022","Jun 2, 2021","100,000+ ",1.4.1,MT
