App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code
Min Læge,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.trifork.minlaege,"Mar 4, 2022","Jan 27, 2019","500,000+ ",2.5.0,DK
Monash University FODMAP diet,PEGI 3,£5.60,False,3.5,2.47K,https://play.google.com/store/apps/details?id=com.monashuniversity.fodmap,"Jan 18, 2022","Nov 6, 2013","100,000+ ",3.0.9,DK
Squeezy: NHS Pelvic Floor App,PEGI 3,£2.99,False,4.6,3.25K,https://play.google.com/store/apps/details?id=com.propagator.squeezy,"Mar 4, 2019","Sep 17, 2014","50,000+ ",Varies with device,DK
Muscle Trigger Point Anatomy,PEGI 3,£2.69,False,4.5,1.59K,https://play.google.com/store/apps/details?id=com.real.bodywork.muscle.trigger.points,"Jul 30, 2019","Jan 27, 2011","50,000+ ",2.4.8,DK
Whitebook Medicina: Residência,PEGI 3,0,True,4.4,10.3K,https://play.google.com/store/apps/details?id=com.medprescricao,"Jun 1, 2022","Apr 10, 2013","1,000,000+ ",11.13.0,DK
Advanced Naming Therapy,PEGI 3,£21.99,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.tactustherapy.advancednaming,"Feb 3, 2022","Jun 9, 2017",500+ ,2.0.107,DK
MyTherapy Pill Reminder,PEGI 3,0,False,4.6,135K,https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy,"Jun 21, 2022","Apr 14, 2015","5,000,000+ ",3.88.4,DK
Calcium Pro,PEGI 3,£0.89,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.haneke.parathyroid,"Jun 16, 2022","Mar 15, 2013","10,000+ ",1.7.4,DK
Essential Anatomy 5,PEGI 3,£14.99,False,3.5,2.24K,https://play.google.com/store/apps/details?id=com.the3d4medical.EssentialAnatomy,"Feb 1, 2022","May 14, 2014","50,000+ ",1.2.0,DK
Human Anatomy Atlas 2022＋,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.visiblebody.subscription,"May 23, 2022","Mar 7, 2022","10,000+ ",1.01.014,DK
Agria Vårdguide,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.vethem,"Jun 17, 2022","Aug 29, 2018","100,000+ ",22.6.2,DK
MinSundhed,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.sundhed.minsundhed,"Jan 17, 2022","Jun 28, 2020","1,000,000+ ",1.9.7,DK
SnoreGym : Reduce Your Snoring,PEGI 3,£4.19,False,4.7,951,https://play.google.com/store/apps/details?id=com.snorelab.snoregym,"Jan 15, 2021","Feb 3, 2020","50,000+ ",1.0.8,DK
Lady Pill Widgets,PEGI 3,£1.99,False,4.8,1.34K,https://play.google.com/store/apps/details?id=com.baviux.pillreminderwidget,"Sep 4, 2018","Dec 21, 2012","10,000+ ",1.2.4,DK
myAir™ by ResMed EMEA,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.resmed.myair.eu1,"May 27, 2022",N/A,"5,000+ ",2.4.0.394.12-eu1,DK
Cardiac diagnosis-heart rate,PEGI 3,£11.99,False,3.8,431,https://play.google.com/store/apps/details?id=com.sdk.cardiac_diagnosis,"Apr 20, 2022","Jun 20, 2018","5,000+ ",25,DK
MDonCall - Practical Guide,PEGI 3,£9.99,False,4.4,51,https://play.google.com/store/apps/details?id=com.mdoncall,"May 19, 2022","Oct 25, 2012","5,000+ ",6.1.7,DK
Fetal calculator PRO,PEGI 3,£13.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.profile.ifetal_premium,"Mar 3, 2020","Sep 6, 2018","1,000+ ",1.1.1,DK
Smittestop,PEGI 3,0,False,2.3,2.86K,https://play.google.com/store/apps/details?id=com.netcompany.smittestop_exposure_notification,"Mar 22, 2022","Jun 25, 2020","500,000+ ",2.6,DK
Critical - Medical Guide,PEGI 3,£13.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.iotait.criticalx,"Mar 1, 2020","Mar 1, 2020","1,000+ ",2.0,DK
Johns Hopkins Guides ABX...,PEGI 3,0,True,5.0,662,https://play.google.com/store/apps/details?id=com.unbound.android.ubjhl,"May 2, 2022","Jan 20, 2016","10,000+ ",2.8.10,DK
Aleris Online,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=io.contracept.videodoktor.doc.app,"May 5, 2022","Sep 24, 2018","1,000+ ",2.10.1,DK
Saunders Comp Review NCLEX RN,PEGI 3,0,True,4.1,1.46K,https://play.google.com/store/apps/details?id=com.medpresso.testzapp.crnclex_rn,"Jun 14, 2022","Mar 13, 2018","100,000+ ",4.6.10,DK
Emento,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.ementornapp,"Jun 14, 2022","Jan 16, 2020","10,000+ ",2.2.0,DK
Preventicus Heartbeats,PEGI 3,0,True,3.3,1.89K,https://play.google.com/store/apps/details?id=com.preventicus.heartbeats,"Feb 11, 2022","Jul 20, 2016","100,000+ ",1.6.16,DK
Migraine Buddy: Track Headache,PEGI 3,0,True,4.7,48.7K,https://play.google.com/store/apps/details?id=com.healint.migraineapp,"May 5, 2022","Jul 8, 2014","1,000,000+ ",50.0.1651284433,DK
klarify: Pollen & Allergy App,PEGI 3,0,False,4.4,3.51K,https://play.google.com/store/apps/details?id=me.klarify.klara,"May 25, 2022","Jul 13, 2018","500,000+ ",18.1.1,DK
Godt Smil,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.godtsmil.gsapp,"Feb 27, 2020",N/A,"10,000+ ",0.0.161,DK
MitHelbred,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.cgm.MitHelbred,"Feb 1, 2016",N/A,"100,000+ ",1.1.9,DK
A Manual of Acupuncture,PEGI 3,0,True,3.4,549,https://play.google.com/store/apps/details?id=com.cards,"Sep 27, 2020","Sep 25, 2014","10,000+ ",3.2.0,DK
Lexicomp,PEGI 3,0,True,4.4,2.47K,https://play.google.com/store/apps/details?id=com.lexi.android,"Apr 19, 2022","Apr 7, 2010","500,000+ ",Varies with device,DK
WIDEX MAGNIFY,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.widex.magnify,"Jun 9, 2022","Apr 13, 2021","10,000+ ",1.5.0 (203),DK
SMUR BMPM,PEGI 18,£10.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.SMUR.smurbmpm,"May 31, 2021","May 14, 2014","1,000+ ",4.3.8,DK
Horse Anatomy: Equine 3D,PEGI 3,£4.59,False,3.0,116,https://play.google.com/store/apps/details?id=com.realbodywork.horseanatomy,"Jul 20, 2021","Dec 5, 2013","5,000+ ",2.10,DK
Agria Djur,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=se.agria.agria,"Nov 3, 2021",N/A,"50,000+ ",1.7.1,DK
Blood Pressure App: Heart Rate,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=blood.pressure.heart.rate.monitor.pulse.tracker.app.hch,"May 22, 2022","Dec 13, 2021","100,000+ ",1.4.2,DK
Anatomy 3D Atlas,PEGI 3,0,True,3.9,13.1K,https://play.google.com/store/apps/details?id=com.catfishanimationstudio.MuscularSystemLite,"Apr 27, 2021","Sep 8, 2015","1,000,000+ ",3.1.1,DK
"Ovy – period, ovulation, cycle",PEGI 12 • Sex,0,True,3.0,3.71K,https://play.google.com/store/apps/details?id=com.ovyapp.android,"May 23, 2022","May 12, 2017","100,000+ ",6.0.3,DK
"Artmed +PSI - Psicofármacos, Guidelines, DSM, CID",PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=br.com.consultamaisrapida.psiquiatria,"Sep 5, 2021","Sep 17, 2020","10,000+ ",1.0.0,DK
Diabetes:M - Management & Blood Sugar Tracker App,PEGI 3,0,True,4.2,21.9K,https://play.google.com/store/apps/details?id=com.mydiabetes,"Jan 10, 2022","Apr 16, 2013","500,000+ ",8.0.13,DK
Anatomy Learning - 3D Anatomy,PEGI 3,0,True,4.4,103K,https://play.google.com/store/apps/details?id=com.AnatomyLearning.Anatomy3DViewer3,"Mar 29, 2022","Mar 20, 2014","5,000,000+ ",2.1.351,DK
AUH Find Vej,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.auh.patientapp,"Feb 6, 2022","Sep 28, 2020","10,000+ ",Varies with device,DK
Muscle Premium,PEGI 3,£22.49,True,3.9,460,https://play.google.com/store/apps/details?id=com.visiblebody.musclepremium,"Aug 11, 2017","Oct 4, 2016","10,000+ ",7.1.17,DK
Vargo Anesthesia Mega App,PEGI 3,£79.99,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.vargoanesthesia.masterapp,"Jun 3, 2022","Feb 14, 2014","5,000+ ",19.5.2,DK
Beltone HearMax,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.beltone.hearmax,"Feb 7, 2022","Apr 28, 2017","100,000+ ",1.19.1,DK
Biloba - On-demand pediatrics,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=ba.bilo.mc,"Jun 7, 2022","Jul 10, 2020","50,000+ ",1.38.3,DK
TrygFonden Hjerteløber,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.umsalert.hjertelober,"Jan 17, 2022","Jun 18, 2020","50,000+ ",3.62,DK
My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,DK
3D Anatomy,PEGI 3,£2.39,False,4.7,2.4K,https://play.google.com/store/apps/details?id=com.hssn.anatomy3d,"Mar 12, 2022","Sep 1, 2013","100,000+ ",6.2,DK
Pregnancy Food Guide PRO,PEGI 3,£1.69,False,N/A,N/A,https://play.google.com/store/apps/details?id=air.com.kigorosa.lebensmittelampel,"Jul 27, 2020","Jul 6, 2015","5,000+ ",1.1.3,DK
VIDAL Mobile,PEGI 3,0,True,4.1,6.58K,https://play.google.com/store/apps/details?id=com.mobicrea.vidal,"Apr 26, 2022","Feb 21, 2013","500,000+ ",Varies with device,DK
min.medicin.dk,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.medicin.minmedicin,"Dec 1, 2020","Jan 5, 2015","10,000+ ",1.3.2,DK
PMED - Preço de Procedimento,PEGI 3,£4.19,True,N/A,N/A,https://play.google.com/store/apps/details?id=oaz.soft,"Jun 9, 2022","Aug 22, 2012","5,000+ ",11.8,DK
AVAX Blood Pressure Diary,PEGI 3,0,True,4.5,6.42K,https://play.google.com/store/apps/details?id=app.avax.health,"Jun 16, 2022","Dec 31, 2018","100,000+ ",6.9.5,DK
AniCura,PEGI 3,N/A,False,N/A,N/A,https://play.google.com/store/apps/details?id=se.anicura.production,"Mar 14, 2022",N/A,"100,000+ ",2.7.1,DK
WIDEX MOMENT,PEGI 3,0,False,2.4,528,https://play.google.com/store/apps/details?id=com.widex.pa,"Jun 15, 2022","Mar 2, 2020","100,000+ ",1.5.0 (249),DK
OptoDrum,PEGI 3,£4.75,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.linsay.optodrumandroid,"Oct 15, 2020","May 23, 2015","5,000+ ",1.0.2,DK
Anatomy Quiz Pro,PEGI 3,£3.49,False,N/A,N/A,https://play.google.com/store/apps/details?id=de.streuer.alexander.anatomyquizpro,"Aug 24, 2021","Dec 27, 2015","5,000+ ",4.8.1,DK
Sanvello: Anxiety & Depression,Parental guidance • Parental Guidance Recommended,0,True,4.5,23.3K,https://play.google.com/store/apps/details?id=com.pacificalabs.pacifica,"Jun 15, 2022","Jan 26, 2015","1,000,000+ ",8.54.0,DK
Mit Sygehus,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.medware.mitforloeb,"May 3, 2022","Jun 21, 2017","50,000+ ",22.1.2,DK
Diseases & Disorders,PEGI 3,£0.89,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.soft24hours.directorys.medical.diseasemulti.paid,"Apr 16, 2020","Apr 5, 2016","5,000+ ",Varies with device,DK
Diabetes og kulhydrattælling,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.diabetesforeningen.kulhydrat,"Dec 14, 2021","Oct 10, 2012","10,000+ ",1.8.8,DK
5-Minute Clinical Consult,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=com.unbound.android.cq59l,"May 2, 2022","May 11, 2015","10,000+ ",2.8.10,DK
myNFP,PEGI 3,0,True,N/A,N/A,https://play.google.com/store/apps/details?id=de.mynfp.mobile,"Apr 25, 2022","Aug 22, 2017","100,000+ ",3.6.0,DK
MineAftaler Region Midtjylland,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=dk.regionmidt.bookplan.mineaftaler,"Mar 8, 2022","Jul 2, 2020","10,000+ ",0.0.64,DK
My Treatment,PEGI 3,0,False,N/A,N/A,https://play.google.com/store/apps/details?id=com.visikon.mitforlob,"May 19, 2022","Feb 14, 2019","5,000+ ",2.3.1,DK
