,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Application Type,Country Count,Countries
6051,Måttfull,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=se.systembolaget.mattfull,"Apr 5, 2022","Nov 23, 2020","10,000+",1.2,HEALTH AND FITNESS,1,SE
6052,Splits Training in 30 Days,PEGI 3,0.0,True,4.8,281000,https://play.google.com/store/apps/details?id=splits.splitstraining.dothesplits.splitsin30days,"Mar 21, 2022","Jul 12, 2019","10,000,000+",1.0.27,HEALTH AND FITNESS,31,"SE,GF,GP,GR,RE,PM,MC,BL,LU,MQ,MF,YT,LT,LV,CY,WF,BG,VA,NC,AX,LI,GI,SM,HR,FO,IS,SJ,PF,RO,GL,EE"
6053,Stepler,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=com.stepler,"Apr 18, 2022",,"1,000,000+",1.7.9,HEALTH AND FITNESS,3,"SE,PL,NO"
6054,OWNU,PEGI 3,0.0,True,4.4,627,https://play.google.com/store/apps/details?id=com.ownu.app,"May 9, 2022","Oct 11, 2020","50,000+",1.4.4,HEALTH AND FITNESS,4,"SE,NO,CY,FI"
6055,"Strava: Run, Ride, Hike",None,0.0,True,4.5,762000,https://play.google.com/store/apps/details?id=com.strava,"Jun 20, 2022","Jun 9, 2011","50,000,000+",Varies with device,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6056,StepsApp – Step Counter,PEGI 3,0.0,True,4.6,64800,https://play.google.com/store/apps/details?id=com.stepsappgmbh.stepsapp,"Jun 14, 2022","Aug 28, 2017","5,000,000+",4.3.4,HEALTH AND FITNESS,7,"SE,GB,DK,AT,CY,DE,FI"
6057,Sweatcoin,PEGI 3,0.0,True,4.4,1210000,https://play.google.com/store/apps/details?id=in.sweatco.app,"Jun 21, 2022","Apr 9, 2017","50,000,000+",102.1,HEALTH AND FITNESS,45,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,DE,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6058,Diet Doctor — low-carb & keto,PEGI 3,0.0,True,4.6,1920,https://play.google.com/store/apps/details?id=com.dietdoctor.EatApp,"Jun 16, 2022","Apr 17, 2020","100,000+",2.91.4,HEALTH AND FITNESS,1,SE
6059,Strong Workout Tracker Gym Log,PEGI 3,0.0,True,4.8,39000,https://play.google.com/store/apps/details?id=io.strongapp.strong,"Apr 29, 2022","Apr 9, 2017","1,000,000+",2.7.8,HEALTH AND FITNESS,7,"SE,FR,DK,MT,NO,IS,FI"
6060,Insight Timer - Meditation App,PEGI 3,0.0,True,4.9,191000,https://play.google.com/store/apps/details?id=com.spotlightsix.zentimerlite2,"Jun 22, 2022","Dec 15, 2010","5,000,000+",16.2.15,HEALTH AND FITNESS,27,"SE,GB,GF,GP,RE,PM,NL,MC,BL,MQ,MF,YT,WF,BE,VA,NC,AX,GI,SM,PT,FO,SJ,PF,IE,GL,SI,FI"
6061,Yoga Nidra,PEGI 3,1.49,False,0.0,0,https://play.google.com/store/apps/details?id=se.gavleyogaskola,"Nov 16, 2019","Sep 2, 2012","1,000+",1.7.0,HEALTH AND FITNESS,1,SE
6062,YAZIO Fasting & Food Tracker,PEGI 3,0.0,True,4.5,456000,https://play.google.com/store/apps/details?id=com.yazio.android,"Jun 15, 2022","Apr 23, 2014","10,000,000+",Varies with device,HEALTH AND FITNESS,49,"SE,FR,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6063,MyFitnessPal - Calorie Counter,PEGI 3,0.0,True,4.4,2510000,https://play.google.com/store/apps/details?id=com.myfitnesspal.android,"Jun 22, 2022","Apr 26, 2010","100,000,000+",Varies with device,HEALTH AND FITNESS,45,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,DE,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6064,Waking Up: Guided Meditation,PEGI 3,0.0,True,4.9,33100,https://play.google.com/store/apps/details?id=org.wakingup.android,"Jun 20, 2022","Oct 28, 2018","1,000,000+",2.3.0,HEALTH AND FITNESS,43,"SE,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,HR,PT,FO,IS,SJ,PF,RO,SK,IE,GL,FI"
6065,Home Workouts No Equipment Pro,PEGI 3,1.59,True,4.5,24900,https://play.google.com/store/apps/details?id=fitness.workouts.home.workoutspro,"May 10, 2022","May 27, 2017","1,000,000+",113.19,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6066,Step Tracker - Pedometer,PEGI 3,0.0,True,4.9,554000,https://play.google.com/store/apps/details?id=steptracker.healthandfitness.walkingtracker.pedometer,"Apr 18, 2022","Aug 15, 2019","10,000,000+",1.3.0,HEALTH AND FITNESS,46,"SE,GB,GF,GP,DK,GR,PL,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,FO,IS,SJ,PF,RO,SK,IE,GL,SI,EE,FI,HU"
6067,"Step Counter - Pedometer, MStep",PEGI 3,0.0,True,4.9,1160000,https://play.google.com/store/apps/details?id=pedometer.steptracker.calorieburner.stepcounter,"May 24, 2022","Jul 28, 2017","50,000,000+",1.2.4,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6068,STC Training Club,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=se.stc.trainingclub,"Apr 11, 2022","Jan 13, 2020","10,000+",2.4.5,HEALTH AND FITNESS,1,SE
6069,FitProSport Full Version,PEGI 3,0.99,True,4.7,8130,https://play.google.com/store/apps/details?id=fitness.fitprosportfull,"Mar 22, 2022","Feb 27, 2015","100,000+",4.98 FULL,HEALTH AND FITNESS,49,"SE,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6070,WeightWatchers,PEGI 3,0.0,True,4.5,545000,https://play.google.com/store/apps/details?id=com.weightwatchers.mobile,"Jun 14, 2022","Aug 16, 2015","10,000,000+",10.14.0,HEALTH AND FITNESS,17,"SE,FR,GB,GF,GP,RE,PM,NL,BL,MQ,MF,YT,WF,BE,NC,DE,PF"
6071,Muskulär avslappning,PEGI 3,3.79,False,0.0,0,https://play.google.com/store/apps/details?id=com.evajohansson.muskular.avslappning,"Oct 25, 2019","Nov 23, 2015","1,000+",2.05,HEALTH AND FITNESS,1,SE
6072,Trainero.com Client App,PEGI 3,2.69,False,0.0,0,https://play.google.com/store/apps/details?id=com.trainero.app_client,"May 28, 2022","Oct 28, 2018","1,000+",7.5.41,HEALTH AND FITNESS,1,SE
6073,Twiik,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=me.twiik.twiikapp,"Apr 26, 2022","Nov 3, 2017","10,000+",5.3.4,HEALTH AND FITNESS,1,SE
6074,FastEasy: Fasting Tracker,PEGI 3,0.0,True,4.4,10400,https://play.google.com/store/apps/details?id=fasteasy.dailyburn.fastingtracker,"Jun 7, 2022","Apr 1, 2021","1,000,000+",1.14.1,HEALTH AND FITNESS,44,"SE,FR,GB,GF,GP,DK,GR,RE,PM,NL,AT,MC,NO,BL,LU,MQ,MF,YT,LV,CY,WF,BG,BE,VA,NC,AX,LI,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI"
6075,Google Fit: Activity Tracking,PEGI 3,0.0,False,3.3,527000,https://play.google.com/store/apps/details?id=com.google.android.apps.fitness,"Jun 17, 2022","Oct 28, 2014","100,000,000+",Varies with device,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6076,Fabulous Daily Routine Planner,PEGI 3,0.0,True,4.3,477000,https://play.google.com/store/apps/details?id=co.thefabulous.app,"May 5, 2022","Nov 29, 2013","10,000,000+",3.70,HEALTH AND FITNESS,47,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,VA,NC,AX,LI,DE,GI,SM,HR,PT,FO,IS,SJ,PF,RO,SK,IE,GL,SI,EE,FI,HU"
6077,Couch to 5K®,PEGI 3,4.29,True,4.3,15400,https://play.google.com/store/apps/details?id=com.active.aps.c25k,"May 18, 2022","Mar 28, 2012","100,000+",4.3.13.120,HEALTH AND FITNESS,42,"SE,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,LI,HR,PT,FO,IS,SJ,PF,RO,SK,IE,GL,SI,EE,FI,HU"
6078,Mized,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=se.scanedu.mized,"May 25, 2021","Jun 15, 2017","10,000+",3.9,HEALTH AND FITNESS,1,SE
6079,White Noise,PEGI 3,0.99,True,4.5,17200,https://play.google.com/store/apps/details?id=com.tmsoft.whitenoise.full,"Dec 15, 2021",,"100,000+",Varies with device,HEALTH AND FITNESS,43,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,LI,HR,PT,FO,IS,SJ,PF,RO,SK,IE,GL,SI,EE,FI,HU"
6080,Wim Hof Method®,PEGI 3,0.0,True,4.3,28700,https://play.google.com/store/apps/details?id=nl.deckeron.apps.innerfire,"Jun 1, 2022","Apr 30, 2016","1,000,000+",Varies with device,HEALTH AND FITNESS,16,"SE,GB,DK,PL,NL,NO,CZ,LT,LV,BE,HR,RO,SK,IE,SI,HU"
6081,Blood Pressure App,PEGI 3,0.0,True,4.6,119000,https://play.google.com/store/apps/details?id=bloodpressure.bloodpressureapp.bloodpressuretracker,"Jun 22, 2022","Nov 17, 2021","10,000,000+",1.2.2,HEALTH AND FITNESS,44,"SE,FR,GB,GF,GP,DK,GR,PL,PM,NL,AT,MC,NO,BL,LU,MQ,MF,CZ,YT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,IE,ES,GL,EE,HU"
6082,Mammaträning,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=nu.mammatraning.Android,"Jun 22, 2022","May 15, 2022",500+,1.0.7,HEALTH AND FITNESS,1,SE
6083,Sweat: Fitness App For Women,PEGI 3,0.0,True,4.4,37300,https://play.google.com/store/apps/details?id=com.kaylaitsines.sweatwithkayla,"Jun 21, 2022","Apr 28, 2016","5,000,000+",6.33,HEALTH AND FITNESS,45,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,LI,DE,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6084,Six Pack in 30 Days,PEGI 3,0.0,True,4.9,2130000,https://play.google.com/store/apps/details?id=sixpack.sixpackabs.absworkout,"Jun 19, 2022","Jan 9, 2018","100,000,000+",1.1.1,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6085,Livsstilsverktyget,PEGI 3,0.0,False,0.0,0,https://play.google.com/store/apps/details?id=se.livsstilsverktyget,"Jun 10, 2022","Sep 14, 2021","10,000+",1.9.2,HEALTH AND FITNESS,1,SE
6086,Friskis Go,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=se.friskis.go,"Apr 28, 2022","Feb 10, 2022","10,000+",5.3.4,HEALTH AND FITNESS,1,SE
6087,"Calm - Meditate, Sleep, Relax",PEGI 3,0.0,True,4.4,495000,https://play.google.com/store/apps/details?id=com.calm.android,"Jun 8, 2022","Jul 30, 2014","10,000,000+",Varies with device,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6088,The Mindfulness App,PEGI 3,0.0,True,4.3,17700,https://play.google.com/store/apps/details?id=se.lichtenstein.mind.en,"Jun 17, 2022","Oct 8, 2012","1,000,000+",5.22.5,HEALTH AND FITNESS,5,"SE,DK,NO,LT,FI"
6089,Lose Weight App for Women,PEGI 3,0.0,True,4.9,847000,https://play.google.com/store/apps/details?id=loseweightapp.loseweightappforwomen.womenworkoutathome,"Jan 29, 2022","Oct 31, 2019","50,000,000+",1.0.34,HEALTH AND FITNESS,47,"SE,FR,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,ES,GL,SI,EE,FI,HU"
6090,SyncMyTracks,PEGI 3,2.69,False,3.4,4510,https://play.google.com/store/apps/details?id=com.syncmytracks,"Apr 19, 2022","Feb 18, 2014","50,000+",3.12.17,HEALTH AND FITNESS,45,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,LI,DE,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6091,Home Workout - No Equipment,PEGI 3,0.0,True,4.9,2840000,https://play.google.com/store/apps/details?id=homeworkout.homeworkouts.noequipment,"Apr 27, 2022","Nov 8, 2017","100,000,000+",1.1.8,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6092,Liberoklubben – Gravid & Baby,PEGI 3,0.0,False,3.5,3850,https://play.google.com/store/apps/details?id=com.nixonnixon.libero,"Jun 16, 2022",,"100,000+",2.5.9,HEALTH AND FITNESS,3,"SE,NO,FI"
6093,Blood Pressure Pro,PEGI 3,0.0,True,3.7,7700,https://play.google.com/store/apps/details?id=com.bloodpressure.pro,"Jun 22, 2022","Apr 22, 2022","1,000,000+",1.3.0,HEALTH AND FITNESS,34,"SE,FR,GF,GP,DK,PM,NL,AT,MC,NO,BL,LU,MQ,MF,CZ,YT,WF,BE,VA,NC,AX,LI,DE,GI,SM,IT,PT,FO,IS,SJ,PF,ES,GL,FI"
6094,Komoot: Cycling & Hiking Maps,PEGI 3,0.0,True,4.6,254000,https://play.google.com/store/apps/details?id=de.komoot.android,"Jun 19, 2022","Jun 10, 2011","10,000,000+",Varies with device,HEALTH AND FITNESS,48,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6095,Muscle Booster Workout Planner,PEGI 3,0.0,True,4.1,145000,https://play.google.com/store/apps/details?id=musclebooster.workout.home.gym.abs.loseweight,"May 26, 2022","Nov 27, 2019","10,000,000+",2.7.0,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6096,Headspace: Mindful Meditation,PEGI 3,0.0,True,4.4,274000,https://play.google.com/store/apps/details?id=com.getsomeheadspace.android,"Jun 21, 2022","Jan 6, 2012","10,000,000+",4.104.0,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6097,"AllTrails: Hike, Bike & Run",PEGI 3,0.0,True,4.7,72900,https://play.google.com/store/apps/details?id=com.alltrails.alltrails,"Jun 21, 2022","Apr 30, 2014","10,000,000+",15.5.0,HEALTH AND FITNESS,44,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,WF,BE,NC,AX,LI,DE,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6098,Mindfully – meditation,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=com.mindfully.app,"Jun 21, 2022","Oct 14, 2020","10,000+",1.4.2,HEALTH AND FITNESS,1,SE
6099,Garmin Connect™,PEGI 3,0.0,False,4.6,779000,https://play.google.com/store/apps/details?id=com.garmin.android.apps.connectmobile,"Jun 23, 2022","Jan 9, 2013","10,000,000+",4.55.2,HEALTH AND FITNESS,31,"SE,FR,GB,DK,PL,RE,PM,NL,AT,MT,NO,LU,CZ,LT,LV,CY,BE,LI,DE,IT,HR,PT,FO,IS,SK,IE,ES,SI,EE,FI,HU"
6100,Flo Menstrual & Period Tracker,PEGI 3,0.0,True,4.7,2630000,https://play.google.com/store/apps/details?id=org.iggymedia.periodtracker,"Jun 22, 2022","Apr 12, 2016","50,000,000+",Varies with device,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6101,Belly Balance,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=se.ibsfri.android,"May 26, 2022",,"50,000+",4.0.0.2285,HEALTH AND FITNESS,1,SE
6102,The Shodan by Shihan Collins,PEGI 3,5.49,False,0.0,0,https://play.google.com/store/apps/details?id=com.shihancollins.the_shodan,"Jun 16, 2022","Jun 16, 2022",10+,1.0.0,HEALTH AND FITNESS,4,"SE,MC,VA,SM"
6103,hittaut,PEGI 3,0.0,True,0.0,0,https://play.google.com/store/apps/details?id=se.oringen.hittaut,"Apr 21, 2022",,"100,000+",2.3.0.1,HEALTH AND FITNESS,1,SE
6104,"Zombies, Run! 10",PEGI 12,0.0,True,4.5,24900,https://play.google.com/store/apps/details?id=com.sixtostart.zombiesrunclient,"Feb 14, 2022","May 15, 2015","1,000,000+",Varies with device,HEALTH AND FITNESS,3,"SE,BG,FI"
6105,Ingredienslexikon,PEGI 3,4.62,False,0.0,0,https://play.google.com/store/apps/details?id=com.skantzekonsult.tryggmat,"Mar 4, 2015","May 5, 2013","1,000+",1.5,HEALTH AND FITNESS,1,SE
6106,Mi Fitness (Xiaomi Wear),PEGI 3,0.0,False,3.7,236000,https://play.google.com/store/apps/details?id=com.xiaomi.wearable,"May 30, 2022","Jun 28, 2020","10,000,000+",3.4.1i,HEALTH AND FITNESS,44,"SE,FR,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,LI,DE,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6107,Suunto,PEGI 3,0.0,False,2.6,30100,https://play.google.com/store/apps/details?id=com.stt.android.suunto,"Jun 23, 2022","Apr 23, 2018","1,000,000+",4.55.3,HEALTH AND FITNESS,5,"SE,NO,CZ,BE,FI"
6108,Mindfulness - Lugn och lycklig,PEGI 3,1.39,False,0.0,0,https://play.google.com/store/apps/details?id=se.johanbergstad.mindfulness.lugnochlycklig,"Nov 16, 2019","Jul 19, 2011","10,000+",1.7.0,HEALTH AND FITNESS,1,SE
6109,Runkeeper - Run & Mile Tracker,PEGI 3,0.0,True,4.2,590000,https://play.google.com/store/apps/details?id=com.fitnesskeeper.runkeeper.pro,"Jun 9, 2022","Sep 1, 2010","10,000,000+",Varies with device,HEALTH AND FITNESS,11,"SE,DK,NL,NO,LU,BE,PT,IS,SK,IE,EE"
6110,"Centr, by Chris Hemsworth",PEGI 3,0.0,True,4.6,12300,https://play.google.com/store/apps/details?id=com.centr.app,"Jun 21, 2022","Dec 15, 2019","1,000,000+",4.11.0.20220527.1,HEALTH AND FITNESS,36,"SE,GB,GF,GP,DK,GR,PL,RE,PM,AT,MC,NO,BL,MQ,MF,CZ,YT,LT,CY,WF,BG,VA,NC,AX,LI,GI,SM,FO,SJ,PF,RO,IE,ES,GL,SI,HU"
6111,Sleep Cycle: Sleep Tracker,PEGI 3,0.0,True,4.3,162000,https://play.google.com/store/apps/details?id=com.northcube.sleepcycle,"Jun 19, 2022","Jun 16, 2014","10,000,000+",Varies with device,HEALTH AND FITNESS,39,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,NO,BL,MQ,MF,CZ,YT,CY,WF,BE,NC,AX,LI,DE,IT,HR,PT,FO,IS,SJ,PF,RO,IE,ES,GL,EE,FI,HU"
6112,Food Intolerances,PEGI 3,7.99,False,4.4,472,https://play.google.com/store/apps/details?id=de.baliza.hifmco,"Jun 8, 2022","Dec 9, 2012","10,000+",2.9.2,HEALTH AND FITNESS,41,"SE,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,DE,HR,PT,FO,SJ,PF,RO,SK,IE,GL,SI,EE,FI,HU"
6113,STEPN,PEGI 3,0.0,False,4.2,22900,https://play.google.com/store/apps/details?id=com.bcy.fsapp,"Jun 17, 2022","Feb 5, 2022","1,000,000+",0.7.3,HEALTH AND FITNESS,46,"SE,FR,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,ES,GL,SI,EE,HU"
6114,Geocaching®,None,0.0,True,4.5,125000,https://play.google.com/store/apps/details?id=com.groundspeak.geocaching.intro,"Jun 21, 2022","Apr 15, 2014","10,000,000+",9.5.0,HEALTH AND FITNESS,47,"SE,FR,GB,GF,GP,DK,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,WF,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6115,My Macros+,PEGI 3,2.89,True,4.3,4890,https://play.google.com/store/apps/details?id=mymacros.com.mymacros,"Jun 4, 2022","Oct 21, 2016","50,000+",2022.08,HEALTH AND FITNESS,46,"SE,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,GI,SM,HR,PT,FO,IS,SJ,PF,RO,SK,IE,GL,SI,EE,FI,HU"
6116,Yoga-Go: Yoga For Weight Loss,PEGI 3,0.0,True,4.5,58700,https://play.google.com/store/apps/details?id=net.beginners.weight.loss.workout.women.yoga.go,"Jun 16, 2022","Jun 6, 2019","10,000,000+",4.7.1,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6117,Daily Yoga: Fitness+Meditation,PEGI 3,0.0,True,4.9,143000,https://play.google.com/store/apps/details?id=com.dailyyoga.inc,"Jun 14, 2022","Jun 2, 2012","10,000,000+",8.14.00,HEALTH AND FITNESS,49,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6118,Fasting - Intermittent Fasting,PEGI 3,0.0,True,4.9,541000,https://play.google.com/store/apps/details?id=bodyfast.zero.fastingtracker.weightloss,"Jun 15, 2022","Oct 25, 2019","10,000,000+",1.5.3,HEALTH AND FITNESS,50,"SE,FR,GB,GF,GP,DK,GR,PL,RE,PM,NL,AT,MC,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,VA,NC,AX,LI,DE,GI,SM,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
6119,BikeComputer Pro,PEGI 3,4.29,True,4.3,6340,https://play.google.com/store/apps/details?id=de.rooehler.bikecomputer.pro,"May 15, 2022","Feb 3, 2012","50,000+",8.8.7 Google Play,HEALTH AND FITNESS,45,"SE,FR,GF,GP,DK,GR,PL,RE,PM,NL,AT,MT,NO,BL,LU,MQ,MF,CZ,YT,LT,LV,CY,WF,BG,BE,NC,AX,LI,DE,IT,HR,PT,FO,IS,SJ,PF,RO,SK,IE,ES,GL,SI,EE,FI,HU"
