,App Name,Age Rating,Price,InApp Purchase,Average Rating,Rating Count,App Link,Last Updated,Released Date,Downloads,Version,Country Code,Application Type
3366,My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,MT,MEDICAL
3367,Paediatric Emergencies,PEGI 3,£4.99,False,4.7,122,https://play.google.com/store/apps/details?id=com.itdcs.paediatricemergency,"Jan 9, 2022","Apr 1, 2014","5,000+ ",22.01,MT,MEDICAL
3368,Complete Anatomy 2022,PEGI 3,0,True,3.6,6.72K,https://play.google.com/store/apps/details?id=com.a3d4medical.completeanatomy,"May 23, 2022","Jun 19, 2018","500,000+ ",8.6.0,MT,MEDICAL
3369,Sanvello: Anxiety & Depression,None,0,True,4.5,23.3K,https://play.google.com/store/apps/details?id=com.pacificalabs.pacifica,"Jun 15, 2022","Jan 26, 2015","1,000,000+ ",8.54.0,MT,MEDICAL
3370,MindDoc: Your Companion,PEGI 3,0,True,4.4,37.5K,https://play.google.com/store/apps/details?id=de.moodpath.android,"Jun 1, 2022","Jul 3, 2017","1,000,000+ ",4.17.4,MT,MEDICAL
3371,Anatomy 3D Atlas,PEGI 3,0,True,3.9,13.1K,https://play.google.com/store/apps/details?id=com.catfishanimationstudio.MuscularSystemLite,"Apr 27, 2021","Sep 8, 2015","1,000,000+ ",3.1.1,MT,MEDICAL
3372,Tabletki.ua: поиск лекарств,PEGI 3,0,False,4.7,111K,https://play.google.com/store/apps/details?id=com.tabletkiua.tabletki,"Jun 14, 2022","Nov 26, 2015","1,000,000+ ",4.1.369GMS,MT,MEDICAL
3373,Anatomy Learning - 3D Anatomy,PEGI 3,0,True,4.4,103K,https://play.google.com/store/apps/details?id=com.AnatomyLearning.Anatomy3DViewer3,"Mar 29, 2022","Mar 20, 2014","5,000,000+ ",2.1.351,MT,MEDICAL
3374,Davis's Drug Guide for Nurses,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.usbmis.reader.dadg,"Jun 4, 2022","Jul 5, 2011","100,000+ ",6.3.1.475,MT,MEDICAL
3375,Calcium Pro,PEGI 3,£0.89,False,,,https://play.google.com/store/apps/details?id=com.haneke.parathyroid,"Jun 16, 2022","Mar 15, 2013","10,000+ ",1.7.4,MT,MEDICAL
3376,全民健保行動快易通 | 健康存摺,PEGI 3,0,False,3.1,53.6K,https://play.google.com/store/apps/details?id=com.nhiApp.v1,"Jun 8, 2022","Mar 9, 2016","5,000,000+ ",3.0.22,MT,MEDICAL
3377,Geeky Medics - OSCE revision,PEGI 3,0,True,3.8,941,https://play.google.com/store/apps/details?id=com.geekymedics.oscerevision,"Nov 8, 2021","May 9, 2016","100,000+ ",3.75,MT,MEDICAL
3378,MEDCode: Bulários e Condutas,PEGI 3,0,True,5.0,2.03K,https://play.google.com/store/apps/details?id=br.com.medsos.sosplantao,"Jun 22, 2022","Mar 28, 2019","50,000+ ",3.0.3,MT,MEDICAL
3379,Recognise Foot,PEGI 3,£6.99,False,,,https://play.google.com/store/apps/details?id=au.com.appliquette.recognise.foot,"May 16, 2019","Mar 2, 2016","5,000+ ",1.0.6,MT,MEDICAL
3380,Whitebook Medicina: Residência,PEGI 3,0,True,4.4,10.3K,https://play.google.com/store/apps/details?id=com.medprescricao,"Jun 23, 2022","Apr 10, 2013","1,000,000+ ",11.13.0,MT,MEDICAL
3381,Critical - Medical Guide,PEGI 3,£13.49,False,,,https://play.google.com/store/apps/details?id=com.iotait.criticalx,"Mar 1, 2020","Mar 1, 2020","1,000+ ",2.0,MT,MEDICAL
3382,Sanford Guide,PEGI 3,0,True,4.2,3.48K,https://play.google.com/store/apps/details?id=com.sanfordguide.amt,"May 10, 2022","Aug 4, 2014","100,000+ ",5.1.13,MT,MEDICAL
3383,Human Anatomy Atlas 2021,PEGI 3,£21.49,True,4.5,10.1K,https://play.google.com/store/apps/details?id=com.visiblebody.atlas,"Mar 17, 2021","Sep 30, 2016","100,000+ ",2021.2.27,MT,MEDICAL
3384,SnoreGym : Reduce Your Snoring,PEGI 3,£4.19,False,4.7,951,https://play.google.com/store/apps/details?id=com.snorelab.snoregym,"Jan 15, 2021","Feb 3, 2020","50,000+ ",1.0.8,MT,MEDICAL
3385,Migraine Buddy: Track Headache,PEGI 3,0,True,4.7,48.7K,https://play.google.com/store/apps/details?id=com.healint.migraineapp,"May 5, 2022","Jul 8, 2014","1,000,000+ ",50.0.1651284433,MT,MEDICAL
3386,3D Anatomy,PEGI 3,£2.39,False,4.7,2.4K,https://play.google.com/store/apps/details?id=com.hssn.anatomy3d,"Mar 12, 2022","Sep 1, 2013","100,000+ ",6.2,MT,MEDICAL
3387,e-motion® M25,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=de.alber.emotion_m25,"Apr 13, 2022","Oct 2, 2018","5,000+ ",2.4.0.0-162,MT,MEDICAL
3388,meditorium,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.schilumedia.meditorium,"May 27, 2022","Jul 24, 2013","50,000+ ",2.2.17,MT,MEDICAL
3389,VeinSeek,PEGI 3,£2.99,False,1.4,359,https://play.google.com/store/apps/details?id=com.vs.veinseek,"Dec 5, 2017","Feb 10, 2017","10,000+ ",Varies with device,MT,MEDICAL
3390,Lady Pill Widgets,PEGI 3,£1.99,False,4.8,1.34K,https://play.google.com/store/apps/details?id=com.baviux.pillreminderwidget,"Sep 4, 2018","Dec 21, 2012","10,000+ ",1.2.4,MT,MEDICAL
3391,Conecte SUS,PEGI 3,0,False,4.3,170K,https://play.google.com/store/apps/details?id=br.gov.datasus.cnsdigital,"May 5, 2022","Aug 26, 2015","10,000,000+ ",70.5.3,MT,MEDICAL
3392,新型コロナワクチン接種証明書アプリ,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=jp.go.digital.vrs.vpa,"May 24, 2022","Nov 5, 2021","1,000,000+ ",1.3.0,MT,MEDICAL
3393,Medical ID (premium),PEGI 3,£4.99,False,4.7,2.23K,https://play.google.com/store/apps/details?id=app.medicalid,"May 9, 2022","Jun 28, 2014","10,000+ ",7.15.1,MT,MEDICAL
3394,Paziresh24,PEGI 3,0,False,4.2,15.5K,https://play.google.com/store/apps/details?id=com.paziresh24.paziresh24,"Feb 26, 2022","Jun 1, 2019","1,000,000+ ",3.7.3-gp,MT,MEDICAL
3395,Essential Anatomy 5,PEGI 3,£14.99,False,3.5,2.24K,https://play.google.com/store/apps/details?id=com.the3d4medical.EssentialAnatomy,"Feb 1, 2022","May 14, 2014","50,000+ ",1.2.0,MT,MEDICAL
3396,OptoDrum,PEGI 3,£4.75,False,,,https://play.google.com/store/apps/details?id=com.linsay.optodrumandroid,"Oct 15, 2020","May 23, 2015","5,000+ ",1.0.2,MT,MEDICAL
3397,Homeopathy at Home,PEGI 3,£1.99,False,,,https://play.google.com/store/apps/details?id=homeopat1app.homeopat1,"Nov 19, 2021","Oct 20, 2021",100+ ,1.0.0,MT,MEDICAL
3398,amma Pregnancy & Baby Tracker,PEGI 3,0,True,4.3,287K,https://play.google.com/store/apps/details?id=ru.mobiledimension.kbr,"Jun 21, 2022","May 25, 2015","10,000,000+ ",3.12.0.11,MT,MEDICAL
3399,EMRA Antibiotic Guide,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.emra.AntibioticGuide,"May 22, 2019","Sep 22, 2018","10,000+ ",1.0.1.30,MC,MEDICAL
3400,Saunders Comp Review NCLEX RN,PEGI 3,0,True,4.1,1.46K,https://play.google.com/store/apps/details?id=com.medpresso.testzapp.crnclex_rn,"Jun 14, 2022","Mar 13, 2018","100,000+ ",4.6.10,MC,MEDICAL
3401,질병관리청 COOV(코로나19 전자예방접종증명서),PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=kr.go.kdca.coov,"Sep 30, 2021","Apr 20, 2021","10,000,000+ ",1.5.11,MC,MEDICAL
3402,Rost Moves for Mamas,PEGI 3,£4.19,False,,,https://play.google.com/store/apps/details?id=nl.xlwebsolutions.android.dynabloqs.rostmoves,"Jun 1, 2022","Apr 5, 2022",100+ ,1.16,MC,MEDICAL
3403,Okell Medicine: Notes & Audio,PEGI 3,£1.29,False,,,https://play.google.com/store/apps/details?id=org.medicaudio.okellmedicine,"Mar 15, 2022","Mar 15, 2022",10+ ,1.0,MC,MEDICAL
3404,Naming Therapy,PEGI 3,£21.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.namingtherappy,"Jun 17, 2022","Mar 27, 2014","1,000+ ",4.0.195,MC,MEDICAL
3405,Аптека Апрель,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.apteka.sklad,"Jun 2, 2022","Aug 3, 2018","1,000,000+ ",2.3.0,MC,MEDICAL
3406,Memória Auditiva,PEGI 3,£8.49,False,,,https://play.google.com/store/apps/details?id=app.competenciasauditivas.memoria_auditiva,"May 30, 2022","May 30, 2022",1+ ,1.0.0,MC,MEDICAL
3407,"Ovy – period, ovulation, cycle",PEGI 12,0,True,3.0,3.71K,https://play.google.com/store/apps/details?id=com.ovyapp.android,"May 23, 2022","May 12, 2017","100,000+ ",6.0.3,MC,MEDICAL
3408,COCOA - COVID-19 Contact App,PEGI 3,0,False,2.6,25.8K,https://play.google.com/store/apps/details?id=jp.go.mhlw.covid19radar,"Jun 5, 2022","Jun 11, 2020","10,000,000+ ",2.0.1,MC,MEDICAL
3409,Halodoc: Doctors & Medicines,PEGI 3,0,False,4.8,381K,https://play.google.com/store/apps/details?id=com.linkdokter.halodoc.android,"Jun 20, 2022","Mar 11, 2016","10,000,000+ ",13.200,MC,MEDICAL
3410,Alodokter —Chat Bersama Dokter,PEGI 3,0,True,4.5,428K,https://play.google.com/store/apps/details?id=com.alodokter.android,"Jun 5, 2022","Mar 13, 2016","5,000,000+ ",4.4.0,MC,MEDICAL
3411,Lanthier - Internal Medicine,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.lanthier2018,"May 19, 2022","Jul 9, 2018","5,000+ ",4.1.3,MC,MEDICAL
3412,Guía Mensa,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=es.app.guia.mensa,"Jun 20, 2022","Mar 2, 2020","10,000+ ",3.111.0,MC,MEDICAL
3413,Eka Care: Healthcare & Records,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=eka.care,"Jun 15, 2022","May 14, 2021","1,000,000+ ",2.4.7,MC,MEDICAL
3414,QuitNow: Quit smoking for good,PEGI 3,0,True,4.5,59.1K,https://play.google.com/store/apps/details?id=com.EAGINsoftware.dejaloYa,"Jun 7, 2022","Jul 3, 2010","1,000,000+ ",6.29.1,MC,MEDICAL
3415,Anatomyka - 3D Anatomy Atlas,PEGI 3,0,True,4.7,7.93K,https://play.google.com/store/apps/details?id=com.anatomyka.android,"Apr 6, 2022","Dec 9, 2018","100,000+ ",2.5.0,MC,MEDICAL
3416,BloodPressureDB,PEGI 3,0,True,3.5,4.63K,https://play.google.com/store/apps/details?id=net.klier.blutdruck,"Jun 7, 2022","Mar 30, 2011","500,000+ ",Varies with device,MC,MEDICAL
3417,Practo: Online Doctor Consultations & Appointments,PEGI 3,0,False,4.5,223K,https://play.google.com/store/apps/details?id=com.practo.fabric,"Jun 19, 2022","May 21, 2015","5,000,000+ ",5.41,MC,MEDICAL
3418,Squeezy: NHS Pelvic Floor App,PEGI 3,£2.99,False,4.6,3.25K,https://play.google.com/store/apps/details?id=com.propagator.squeezy,"Mar 4, 2019","Sep 17, 2014","50,000+ ",Varies with device,MC,MEDICAL
3419,Diabetes:M - Management & Blood Sugar Tracker App,PEGI 3,0,True,4.2,21.9K,https://play.google.com/store/apps/details?id=com.mydiabetes,"Jan 10, 2022","Apr 16, 2013","500,000+ ",8.0.13,MC,MEDICAL
3420,MySOS,PEGI 3,0,False,1.8,1.68K,https://play.google.com/store/apps/details?id=net.allm.mysos,"Jun 10, 2022","Nov 3, 2015","500,000+ ",3.1.10,MC,MEDICAL
3421,Vet Nurse Quick Reference,PEGI 3,£1.79,False,4.9,129,https://play.google.com/store/apps/details?id=com.darxide.android.vnreference,"Jun 3, 2022","Apr 17, 2011","1,000+ ",2.38,MC,MEDICAL
3422,Instant Body Temperature Checker : Fever Tracker,PEGI 3,0,True,3.3,4.99K,https://play.google.com/store/apps/details?id=com.newhealthfitnesstoolsapps.body.temperature.logger.thermometer.fever.tracker.test.checker.diary.info.history,"Sep 20, 2021","Dec 3, 2020","1,000,000+ ",1.3.5,MC,MEDICAL
3423,MediQuo Medical Chat - Online doctors consultation,PEGI 3,0,True,5.0,11.3K,https://play.google.com/store/apps/details?id=com.mediquo.main,"Jun 3, 2022","Feb 28, 2019","1,000,000+ ",2.0.150,MC,MEDICAL
3424,PeduliLindungi,PEGI 3,0,False,2.2,954K,https://play.google.com/store/apps/details?id=com.telkom.tracencare,"Jun 11, 2022","Aug 2, 2021","50,000,000+ ",4.4.6,MC,MEDICAL
3425,Albert Health Assistant,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=albert.health,"May 31, 2022","Jul 7, 2019","100,000+ ",1.41.2,MC,MEDICAL
3426,Mobile JKN,PEGI 3,0,False,3.4,361K,https://play.google.com/store/apps/details?id=app.bpjs.mobile,"May 23, 2022","Apr 17, 2016","10,000,000+ ",4.1.3,MC,MEDICAL
3427,Blood Pressure Tracker,PEGI 3,0,True,4.8,13.5K,https://play.google.com/store/apps/details?id=com.aadhk.lite.bptracker,"May 11, 2022","Oct 24, 2011","1,000,000+ ",12.5.0-inApp,MC,MEDICAL
3428,MyTherapy Pill Reminder,PEGI 3,0,False,4.6,135K,https://play.google.com/store/apps/details?id=eu.smartpatient.mytherapy,"Jun 21, 2022","Apr 14, 2015","5,000,000+ ",3.88.4,MC,MEDICAL
3429,MedPlus Mart - Online Pharmacy,PEGI 3,0,False,3.9,26.4K,https://play.google.com/store/apps/details?id=com.medplus.mobile.android,"Apr 13, 2022","May 11, 2016","1,000,000+ ",5.0.16,MC,MEDICAL
3430,Healthians -Full Body Checkup,PEGI 3,0,False,4.4,18.6K,https://play.google.com/store/apps/details?id=com.healthians.main.healthians,"Jun 20, 2022","Nov 9, 2017","1,000,000+ ",16.0,MC,MEDICAL
3431,Category Therapy: Categories,PEGI 3,£17.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.categorytherapy,"Jun 17, 2022","Jun 11, 2016",500+ ,2.0.61,MC,MEDICAL
3432,TraceTogether,PEGI 3,0,False,2.9,57.1K,https://play.google.com/store/apps/details?id=sg.gov.tech.bluetrace,"May 31, 2022","Mar 9, 2020","1,000,000+ ",2.14.2,MC,MEDICAL
3433,Amil Clientes,PEGI 3,0,False,3.7,154K,https://play.google.com/store/apps/details?id=br.com.amil.beneficiarios,"Jun 15, 2022","Apr 19, 2013","5,000,000+ ",4.48.00,MC,MEDICAL
3434,Pregnancy Tracker,PEGI 3,0,True,4.9,313K,https://play.google.com/store/apps/details?id=com.easymobs.pregnancy,"Jun 21, 2022","May 4, 2016","5,000,000+ ",1.2.84,MC,MEDICAL
3435,Аптека Вита — поиск лекарств,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=com.platfomni.vita,"Jun 2, 2022","Oct 8, 2020","1,000,000+ ",2.6,MC,MEDICAL
3436,Blood Pressure,PEGI 3,0,True,4.2,54.4K,https://play.google.com/store/apps/details?id=com.szyk.myheart,"May 25, 2022","Jul 15, 2012","10,000,000+ ",Google-6.12.0,MC,MEDICAL
3437,Mein Laborergebnis,PEGI 3,0,False,,,https://play.google.com/store/apps/details?id=de.itech_gmbh.meinlaborergebnis,"Apr 5, 2022","Apr 7, 2020","1,000,000+ ",1.4.1,MC,MEDICAL
3438,AlbuSoins,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=fr.albus.albusoins,"May 2, 2022","Nov 17, 2016","10,000+ ",1.4.8,MC,MEDICAL
3439,Dr Lal PathLabs,PEGI 3,0,False,3.5,20.3K,https://play.google.com/store/apps/details?id=pathlabs.com.pathlabs,"Apr 8, 2022","Feb 29, 2016","1,000,000+ ",8.1.4,MC,MEDICAL
3440,ParadApp Emergência Rules,PEGI 3,£0.69,False,,,https://play.google.com/store/apps/details?id=br.com.paradapp,"Jun 20, 2021","May 31, 2021",100+ ,1.3.3,MC,MEDICAL
3441,vet-Anatomy,PEGI 18,0,True,4.0,985,https://play.google.com/store/apps/details?id=net.imaios.vetanatomy,"Apr 25, 2022","Oct 25, 2016","100,000+ ",2.1.2,MC,MEDICAL
3442,Visual Attention Therapy,PEGI 3,£8.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.vat,"Jun 17, 2022","Mar 1, 2017","1,000+ ",2.0.40,MC,MEDICAL
3443,MedShr: Discuss Clinical Cases,PEGI 3,0,False,4.5,10.2K,https://play.google.com/store/apps/details?id=net.medshr.android,"Feb 25, 2022","Jul 29, 2015","1,000,000+ ",15.12.1,MC,MEDICAL
3444,Language Therapy: Aphasia,PEGI 3,£64.99,False,4.6,76,https://play.google.com/store/apps/details?id=com.tactustherapy.languagetherapy,"Jun 17, 2022","Feb 29, 2016","1,000+ ",4.0.195,MC,MEDICAL
3445,Petralex Hearing Aid App,PEGI 3,0,True,2.9,7.42K,https://play.google.com/store/apps/details?id=com.it4you.petralex,"Nov 2, 2021","Apr 1, 2014","1,000,000+ ",3.9.8,MC,MEDICAL
3446,PharmEasy - Healthcare App,PEGI 3,0,False,4.5,630K,https://play.google.com/store/apps/details?id=com.phonegap.rxpal,"Jun 21, 2022","Mar 6, 2015","10,000,000+ ",5.2.1,MC,MEDICAL
3447,Blood Pressure Analyze,PEGI 3,0,True,3.9,12.3K,https://play.google.com/store/apps/details?id=com.waterfullrainbow.bloodpressureanalyze,"Sep 9, 2021","Apr 1, 2019","1,000,000+ ",1.3.2,MC,MEDICAL
3448,"Artmed +PSI - Psicofármacos, Guidelines, DSM, CID",PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=br.com.consultamaisrapida.psiquiatria,"Sep 5, 2021","Sep 17, 2020","10,000+ ",1.0.0,MC,MEDICAL
3449,MHRS,PEGI 3,0,False,4.1,77.6K,https://play.google.com/store/apps/details?id=tr.gov.saglik.MHRSMOBIL,"Jun 9, 2022","Dec 18, 2020","10,000,000+ ",1.5.5,MC,MEDICAL
3450,Ada – check your health,PEGI 3,0,False,4.7,320K,https://play.google.com/store/apps/details?id=com.ada.app,"May 5, 2022","Mar 22, 2017","5,000,000+ ",3.17.0,MC,MEDICAL
3451,e-Anatomy,PEGI 18,0,True,3.9,2.82K,https://play.google.com/store/apps/details?id=net.imaios.eanatomy,"May 17, 2022","Oct 20, 2011","500,000+ ",5.2.7,MC,MEDICAL
3452,Doctolib,PEGI 3,0,False,4.5,330K,https://play.google.com/store/apps/details?id=fr.doctolib.www,"Jun 14, 2022","Mar 11, 2020","10,000,000+ ",3.4.11,MC,MEDICAL
3453,Full Code - Emergency Medicine Simulation,PEGI 3,0,True,4.2,2.2K,https://play.google.com/store/apps/details?id=com.minerva_medical.minerva,"Apr 20, 2022","Aug 9, 2018","100,000+ ",2.9,MC,MEDICAL
3454,ЕАПТЕКА — онлайн аптека,PEGI 3,0,False,4.5,227K,https://play.google.com/store/apps/details?id=ru.getpharma.eapteka,"Jun 20, 2022","Jan 23, 2016","5,000,000+ ",22.5.2,MC,MEDICAL
3455,Glycemic Index Load in food net carbs diet tracker,PEGI 3,0,True,4.3,14.3K,https://play.google.com/store/apps/details?id=com.creamsoft.mygi,"Feb 20, 2022","Sep 11, 2014","500,000+ ",3.6.7.2,MC,MEDICAL
3456,ALHOSN UAE,PEGI 3,0,False,2.8,49.7K,https://play.google.com/store/apps/details?id=doh.health.shield,"Jun 21, 2022","Apr 7, 2020","5,000,000+ ",3.5.2,MC,MEDICAL
3457,Sunna Médecine,PEGI 3,£0.99,False,,,https://play.google.com/store/apps/details?id=com.decodev.sunna_medecin,"Mar 8, 2022","Mar 8, 2022",10+ ,1.0.0,MC,MEDICAL
3458,Dilumed,PEGI 3,£0.59,False,,,https://play.google.com/store/apps/details?id=com.dilumed.pay,"Sep 27, 2021","Sep 27, 2021","1,000+ ",1.0,MC,MEDICAL
3459,"Listening device, Hearing Aid",PEGI 3,0,True,2.6,506,https://play.google.com/store/apps/details?id=com.it4you.dectone,"Nov 3, 2021","Apr 9, 2018","100,000+ ",3.9.8,MC,MEDICAL
3460,VIDAL Mobile,PEGI 3,0,True,4.1,6.58K,https://play.google.com/store/apps/details?id=com.mobicrea.vidal,"Apr 26, 2022","Feb 21, 2013","500,000+ ",Varies with device,MC,MEDICAL
3461,Human Anatomy Atlas 2022＋,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.visiblebody.subscription,"May 23, 2022","Mar 7, 2022","10,000+ ",1.01.014,MC,MEDICAL
3462,Ornament: Health Monitoring,PEGI 3,0,True,5.0,2.64K,https://play.google.com/store/apps/details?id=com.ornament.monitor,"Jun 15, 2022","Aug 7, 2019","500,000+ ",2.64.1,MC,MEDICAL
3463,Fan & White Noise for Sleeping,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=fan.white.noise.calming.sounds.sleep.timer.calm.rest.meditation.cpg.app,"Feb 14, 2022","Jun 1, 2021","50,000+ ",1.2.7,MC,MEDICAL
3464,Lexicomp,PEGI 3,0,True,4.4,2.47K,https://play.google.com/store/apps/details?id=com.lexi.android,"Apr 19, 2022","Apr 7, 2010","500,000+ ",Varies with device,MC,MEDICAL
3465,Curable Pain Relief,PEGI 3,0,True,4.3,809,https://play.google.com/store/apps/details?id=com.curablehealth.clara,"Mar 4, 2022","Dec 19, 2017","100,000+ ",4.13.3,MC,MEDICAL
3466,"MediBuddy-Online Dr, Lab, Meds",PEGI 3,0,False,4.5,153K,https://play.google.com/store/apps/details?id=in.medibuddy,"Jun 22, 2022","Jul 8, 2014","1,000,000+ ",3.2.08,MC,MEDICAL
3467,หมอพร้อม,PEGI 3,0,False,2.5,84.8K,https://play.google.com/store/apps/details?id=com.mor.promplus,"Apr 4, 2022","Jun 19, 2021","10,000,000+ ",0.7.9,MC,MEDICAL
3468,Blood Pressure App: Heart Rate,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=blood.pressure.heart.rate.monitor.pulse.tracker.app.hch,"May 22, 2022","Dec 13, 2021","100,000+ ",1.4.2,MC,MEDICAL
3469,Netmeds - India Ki Pharmacy,PEGI 3,0,False,4.4,461K,https://play.google.com/store/apps/details?id=com.NetmedsMarketplace.Netmeds,"May 12, 2022","Nov 8, 2015","10,000,000+ ",8.2.34,MC,MEDICAL
3470,TousAntiCovid,PEGI 3,0,False,4.2,225K,https://play.google.com/store/apps/details?id=fr.gouv.android.stopcovid,"Jun 20, 2022","Jun 2, 2020","10,000,000+ ",4.3.0,MC,MEDICAL
3471,AVAX Blood Pressure Diary,PEGI 3,0,True,4.5,6.42K,https://play.google.com/store/apps/details?id=app.avax.health,"Jun 16, 2022","Dec 31, 2018","100,000+ ",6.9.5,MC,MEDICAL
3472,GNDI Easy,PEGI 3,0,False,2.6,109K,https://play.google.com/store/apps/details?id=br.com.gndi.beneficiario.gndieasy,"Jun 23, 2022","Sep 3, 2018","1,000,000+ ",1.0.85,MC,MEDICAL
3473,Apteka.RU,None,0,False,4.7,186K,https://play.google.com/store/apps/details?id=ru.apteka,"Jun 17, 2022","May 25, 2020","5,000,000+ ",4.0.28.22342537,MC,MEDICAL
3474,BedTyme,PEGI 3,0,True,,,https://play.google.com/store/apps/details?id=com.bedtyme.bedtyme,"May 29, 2022","May 18, 2020",500+ ,3.1.9,MC,MEDICAL
3475,Glucose Buddy Diabetes Tracker,PEGI 3,0,True,4.2,14.6K,https://play.google.com/store/apps/details?id=com.skyhealth.glucosebuddyfree,"Jul 19, 2021","Jun 11, 2012","500,000+ ",5.36.8529,MC,MEDICAL
3476,Body Temperature Thermometer,PEGI 12,0,True,3.8,6.82K,https://play.google.com/store/apps/details?id=com.bodytemperatureThermometer.feverRecordsdiary,"Nov 21, 2021","Oct 15, 2020","1,000,000+ ",1.2,MC,MEDICAL
3477,Apraxia Therapy: Aphasia,PEGI 3,£21.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.apraxiatherapy,"Jun 17, 2022","Nov 14, 2016","1,000+ ",2.0.76,MC,MEDICAL
3478,Advanced Naming Therapy,PEGI 3,£21.99,False,,,https://play.google.com/store/apps/details?id=com.tactustherapy.advancednaming,"Feb 3, 2022","Jun 9, 2017",500+ ,2.0.107,MC,MEDICAL
3479,My Calendar - Period Tracker,PEGI 3,0,True,4.9,385K,https://play.google.com/store/apps/details?id=com.lbrc.PeriodCalendar,"Jun 20, 2022","Aug 16, 2015","10,000,000+ ",8.3.1,MC,MEDICAL
3480,PAPed,PEGI 3,£0.79,False,,,https://play.google.com/store/apps/details?id=com.gersonr.PAPed2,"Feb 6, 2022","Oct 24, 2021",100+ ,3.0,MC,MEDICAL
3481,Complete Anatomy 2022,PEGI 3,0,True,3.6,6.72K,https://play.google.com/store/apps/details?id=com.a3d4medical.completeanatomy,"May 23, 2022","Jun 19, 2018","500,000+ ",8.6.0,MC,MEDICAL
3482,Sanvello: Anxiety & Depression,None,0,True,4.5,23.3K,https://play.google.com/store/apps/details?id=com.pacificalabs.pacifica,"Jun 15, 2022","Jan 26, 2015","1,000,000+ ",8.54.0,MC,MEDICAL
3483,MindDoc: Your Companion,PEGI 3,0,True,4.4,37.5K,https://play.google.com/store/apps/details?id=de.moodpath.android,"Jun 1, 2022","Jul 3, 2017","1,000,000+ ",4.17.4,MC,MEDICAL
